Caller_ID,Dummy_Email,State,Days_in_Between,Test_variable,Outcome
46346449OTSEFBJB,1,1,200,1,0
71168040NVVZVPMQ,0,1,200,0,0
84181475LKUNDIHK,0,0,200,0,0
23447889DRNJPCXW,0,0,200,0,0
90279210WLDWJNJT,1,1,200,1,0
50090712ZHQVQFZZ,0,1,200,0,0
77545049TCKWTRNU,0,0,200,1,0
30455839OGWQJTLT,0,1,200,1,0
76441325FFVDCULS,1,1,200,1,0
87145316CNDWDQCO,0,0,36,0,1
31262747MCMRYLUP,0,0,200,1,0
29956962WNUFHGVK,0,1,200,1,0
66323919CBXVMCOV,0,0,200,0,0
38442314EKPHIPGD,0,0,200,0,0
64898170IARMYGLQ,0,0,200,1,0
57835647UPRSYIKI,1,1,200,1,0
93222048STJOBIUD,0,1,200,1,0
86444432DWXEANKG,0,1,200,0,0
06870745LOAJLDLW,0,0,200,0,0
93152798JNMQHLFF,0,0,200,1,0
16688335DLGNDCGX,0,1,200,1,0
68161972QZVKRQYZ,0,1,53,0,1
37592625FYQJZYPZ,0,0,200,0,0
71132124ZFNFUDGW,0,1,200,0,0
24697940ZCHCSWRF,0,1,200,1,0
96414252SGCTFBJJ,0,1,200,1,0
87397368YRPIZFJQ,0,1,200,0,0
37112830JJNWWSWH,1,1,55,1,1
00827677FVYLAITI,0,0,200,0,0
14914387DAFXFQAL,0,1,200,1,0
07113630WTVJBTQA,0,0,200,1,0
52582937AXKVBILQ,0,0,200,1,0
77153439OBERXFIF,0,0,200,0,0
69980743CERZIWTW,0,1,200,1,0
27990452IJXIUGQF,1,1,200,1,0
88840125EERATBZC,0,1,200,1,0
74378486VTLPFFIG,1,1,200,1,0
34012883FDSXHDMI,0,1,200,1,0
88294001FCQBMIRA,0,0,200,0,0
60625523XGNUAGOR,0,0,200,1,0
15340040RQNLGKNB,0,0,200,1,0
26736467WKJZOSTB,0,0,200,0,0
54356149FMHSSNFA,0,1,200,1,0
35222184YWKPLLGQ,0,0,200,1,0
29773442EJJVUMSO,0,0,200,1,0
32571439XYQWMPPQ,0,0,200,0,0
97341482JEBCDFHK,0,0,200,1,0
78723837DUDRTYET,0,1,200,0,0
09900411UOUXORRI,0,0,200,1,0
47873187RLKBKGAK,0,0,200,0,0
28644955YRJVEGCF,0,1,200,1,0
25878851THGWTIBZ,0,0,200,1,0
60078783AUZUQPZU,0,0,200,1,0
48399100XNRQVJHJ,0,1,200,1,0
49383738APUVBAGE,0,0,200,0,0
69482009VYAINYBZ,0,1,200,0,0
17939204IXKJNUOJ,0,0,200,1,0
01139967NZYKPOIZ,0,0,200,0,0
55738821UBJFCCEJ,0,0,200,1,0
56825868DGEXORLH,0,0,200,0,0
62395373MQNKWZWG,0,0,200,1,0
73624773BLDKPGRM,0,1,200,1,0
43103016YUHCDGUR,0,1,200,0,0
99276597FSJDYJDG,1,1,200,1,0
98491378UIGFLUCH,0,1,200,1,0
46940825ASWKPNIS,0,0,200,0,0
81250302IVJBVFQN,0,0,55,1,1
39541908ORBXYMYJ,0,1,55,1,1
35587643INHCLVRT,0,0,200,1,0
96285583JKALIIHK,0,0,200,0,0
24591257UFGQRVGS,0,0,200,0,0
79088836FRKPVSCN,0,1,55,1,1
30179343RBGHAPOR,0,1,200,1,0
33301864OGTAKUBY,0,1,200,1,0
25235739CCDOCVQA,0,1,200,0,0
27217637PADGFAGY,0,0,200,1,0
31246664QJVYXIGK,0,0,200,0,0
20890338BSYXLLRL,0,1,200,1,0
56646357RZTYAGQW,0,0,200,1,0
35387049CPNREYBL,1,0,200,1,0
94403331CQCDDPCT,0,0,200,0,0
29191895WTVQZKMN,0,0,200,0,0
12749711BCMKVXFO,0,1,200,0,0
47134279RJJHDZJC,0,1,200,0,0
99907103PBQZDNGG,0,0,200,1,0
03767388UPTOAHFG,0,0,200,1,0
88376351BJKEDTPU,0,0,200,1,0
88164879HAUAMWIT,0,0,200,0,0
57101240JBUFRSPS,1,1,200,1,0
03299228JREHENSB,0,0,200,0,0
31683140JJDMNJXP,0,1,200,0,0
55009848INYQVGNB,1,1,200,1,0
73777236UWAUEAIB,1,1,200,1,0
61488232FCKLQFVI,0,0,200,0,0
60866762EFKZOXSI,0,1,200,0,0
70136506UMDEQCVY,0,0,200,0,0
19359441PUBYDHFQ,0,0,200,0,0
43379437RIZOSSDL,0,0,200,0,0
19699172JKKKMHJD,0,1,200,0,0
00030881QLUDNEMF,0,1,200,0,0
41325122HZYPKCTC,0,1,200,0,0
37272442DZHFTJGV,0,1,200,1,0
82253271SBHUKVIB,0,1,200,1,0
30672248LXJTCITC,0,1,200,1,0
24272773LXOLUKMW,0,0,200,1,0
22443098HLRQXXBX,0,0,200,1,0
11787571TBZSOISX,0,1,55,1,1
24605556GPHMLMBX,1,1,200,0,0
24402638NHEDXOCW,0,0,200,0,0
31071544VVXVWRKU,0,1,200,0,0
21089363YGXADYWX,0,1,200,0,0
59885332UQSEUKRX,0,1,200,0,0
38813497GDNUTGWC,0,0,200,1,0
46368384TDNGNGOF,0,0,200,1,0
92721238NMIDRRYF,1,1,200,1,0
09868857TJZTTYFR,0,0,200,1,0
72085296WPNHYCPN,0,0,200,1,0
09306940XRBSDQCP,0,1,200,0,0
02292200VCEFNYCS,0,0,200,1,0
03333210EWRWZHYA,0,0,27,0,1
57540925IPTTEQKJ,0,0,200,1,0
86121607MEPQTISG,0,0,200,0,0
82835145FERXCNQP,0,1,200,1,0
76664360WJZAAUPE,0,0,200,1,0
76017530FMXDFHXE,0,0,200,0,0
92732749BRYSKQTD,0,0,200,0,0
94973585JFSPRCUZ,0,1,200,1,0
67137021CXXRBYNF,0,1,200,0,0
44168938OJOYZOJV,0,1,200,1,0
71566658FBSVHAGW,0,1,200,1,0
24128274QOVYOLDB,1,1,200,1,0
82930091MXYBAJDJ,0,0,200,0,0
30989544PQNUVGLO,0,0,200,1,0
20164686KIAIHBKH,0,0,200,1,0
57274232RTJQETOY,0,0,200,1,0
29701036HSPTLNPN,0,1,200,0,0
33980086EWCJZOVU,0,0,200,1,0
98918852POADGNQF,0,0,200,1,0
57729916LTIKEILU,0,1,200,1,0
60428931BYQJKVJQ,0,0,200,0,0
58837131EBZTMLTY,1,1,200,1,0
17370602BLMSFALK,0,0,200,1,0
98315543YAWGQKBK,0,0,200,0,0
14179773VKGINIGH,1,1,200,1,0
92266251XJIAZONU,0,1,200,1,0
33201747CXKWTSDF,0,1,200,0,0
86554875WAEOESAQ,0,0,200,0,0
71112837XBHQKJUO,0,1,200,1,0
73631624HTWWYUDS,0,0,200,0,0
93742051SLXXQCLY,0,1,200,1,0
25790207GAFHYCLP,0,0,200,0,0
07823962YNFGXHLP,0,1,200,1,0
31759008JWZXZDFE,0,0,200,0,0
99922738KUHTBGLG,0,0,200,0,0
77499424KWUDCUDA,0,0,200,0,0
46442355BVIZEXVJ,0,1,200,1,0
03489466GTWZFESP,0,0,200,0,0
36266613LECCEWYO,0,0,200,0,0
71466176TMTUITUS,1,1,200,1,0
61758554ALDVJDEQ,1,1,200,0,0
67560816BRQOQUPX,0,1,200,0,0
42048763DFXHZJEY,0,0,54,1,1
06413995WYYNKMLS,1,1,200,1,0
53438697PZTCCZTL,0,0,200,0,0
23574661OPVBAUYM,0,0,200,1,0
46784141HKMORGDT,0,1,200,1,0
42017587NMYYDFLS,0,1,200,1,0
01813513WHQAJVRY,0,0,200,1,0
07639558CZDFPAOC,0,1,200,0,0
74094448TLBOZYRC,0,0,200,0,0
22837031HAFTUOKD,0,1,200,1,0
99426446OQZDSRWM,0,1,54,1,1
84406126PSTIHOIX,0,0,200,1,0
18347331YLYSQKIK,0,0,200,0,0
30606294IRULUOXB,0,0,200,0,0
86015863HMBIOJPL,0,1,200,0,0
69014424VBMEXSDL,0,1,200,0,0
22817693HKNQHEEP,0,1,200,0,0
75164164DRVEKLKO,0,0,200,0,0
35283498AKUBIIMO,0,0,200,0,0
40264483QVYFMQTL,0,1,200,0,0
59811252EVOZVPRT,0,0,200,0,0
04134919RFWCHECK,0,0,200,1,0
98283379WOCCGRPK,0,0,200,0,0
38739283DFIPUMDN,0,0,200,1,0
18016766XWJJLFRB,0,0,200,0,0
73388911ZAVRUSQU,0,1,200,1,0
36254610RTEJMCPI,0,0,200,0,0
17843186RANOYEOH,0,1,200,1,0
19040046ROBQBIWX,0,0,200,1,0
78217041IYOGSRZM,1,0,200,1,0
09551296LKJJUAGI,1,1,200,1,0
13910258ROZZRQHF,1,1,200,0,0
98517915NYWPKBXH,0,1,200,1,0
15461101UGTUVWSA,0,0,200,1,0
42428105YUOXDJUG,0,0,55,1,1
49069824YYGQUEJE,0,1,200,0,0
34705389JYTPGYLZ,0,0,200,0,0
58513644XZQNDQZM,1,1,200,0,0
27758716EVWDCADW,0,1,200,0,0
31782053BBOXABEX,0,0,200,0,0
88216084WVXBEJAY,0,1,200,1,0
83389497KPISNCLQ,0,0,200,1,0
22971985WUBMYIML,0,1,200,1,0
64729898JVQXZKKK,0,0,200,1,0
24967385ELKJILWQ,0,1,200,1,0
50901124INNRWTME,0,1,200,1,0
95796929XLIDHQCV,1,1,200,0,0
45232000RXOMJXSK,1,1,200,0,0
12307010MNWEXUZW,1,1,200,1,0
87494702SKCSTSQB,0,0,200,1,0
06032862RPQKAIII,0,0,200,0,0
73386705XBCVRPBG,0,0,200,0,0
63306557UHGXIECI,0,1,200,0,0
99671131XMKIZWRK,0,0,200,0,0
77582749GFFEFMSY,0,0,200,1,0
48979702SLRWBXKZ,1,0,200,1,0
53023399CVXMCYBA,0,0,200,0,0
90017931QWIUAREG,0,0,200,1,0
04211800AFLRTFKR,0,0,200,0,0
23599566OCFUQSJP,1,1,200,1,0
43791884RQITZYKJ,0,1,200,0,0
77950938LEJIUALH,0,0,200,0,0
30117608YQELGOVZ,0,1,200,0,0
65007742LVIZUYTO,0,0,200,1,0
27276226GEBMOTRY,0,0,200,0,0
45971447WNEHSVQH,0,0,200,1,0
51494184LKSJUYUP,0,1,41,0,1
50536330POTAUDHZ,0,0,200,1,0
18184639FASHIOQU,0,1,200,1,0
25978633BFCUXWKU,0,0,200,0,0
31096219MPRRDWUQ,0,0,200,1,0
41824761LUOJLWXM,0,1,200,0,0
39687725UWCFDLGV,0,0,200,0,0
79732203WDTPDEJF,0,1,200,0,0
60413164THZPVVUN,0,1,200,1,0
52752921CSKEAPUE,0,1,200,1,0
09973330UAWLXDMQ,0,1,200,1,0
54251400LRERNOIC,0,0,55,1,1
48696490GCOIPWMK,0,1,200,1,0
18031479SGAETDFL,1,1,200,1,0
16586612LGGSGCOP,0,1,200,1,0
47435171MIHZFEVO,0,0,200,0,0
47830781GOPNMYVV,0,0,200,1,0
91011305SYUFATZQ,0,1,200,0,0
14815780FZJYBDJI,0,1,55,1,1
04062335ZXXFZZCD,0,0,200,1,0
24719210PQLZXSGY,0,1,200,0,0
08571337JDLKCDWB,0,0,45,1,1
14559984OIXOSXRD,0,0,55,1,1
79518426YROZBQSJ,1,1,200,1,0
12112012UUTUTEME,0,1,200,0,0
37081132NCRWKVIB,0,0,200,0,0
56856009SISMGBAB,0,0,200,1,0
24689463IOTCLFMW,0,0,200,0,0
82732489KTLDHJUX,1,1,200,1,0
30977208UADMFBML,0,1,200,0,0
32477431MPKYHNIF,0,0,200,0,0
90174738ORMIJQHJ,0,0,200,0,0
72793235UXFZRYCS,0,1,200,1,0
80185812FOUNCUFD,0,0,200,1,0
43350997INHWNZUL,0,0,200,1,0
05019306XEVTHHRL,0,0,200,1,0
80245688IPOECQLV,0,1,200,0,0
71216912EYQBOKMA,0,1,200,0,0
47466527ZBEEHYAU,0,0,200,1,0
81856007HXEUMCLG,0,0,200,1,0
52870415FELQGAXF,0,0,200,0,0
29635170YENWBLEW,0,0,200,1,0
48169719XIGAFFVF,0,1,200,0,0
30445615HBCZPDHY,0,0,200,1,0
74786119ZQGWIUMB,0,1,200,0,0
46170287FHYRGHLY,0,0,200,1,0
61079163VOCLLEEO,1,1,200,0,0
29214487HYQEAONB,0,0,200,0,0
28044089SFNCQRMH,0,1,200,1,0
60160916YRVURJQY,0,0,200,1,0
45842213JCRREYEI,0,0,200,0,0
36094844CWYCPGSG,0,1,83,1,1
04949152PWSQIRBU,0,0,200,1,0
02543814JIVHCJRB,0,1,200,1,0
08823356AEPOIXMW,0,0,200,0,0
47439513MJOKMEML,0,1,200,1,0
87175096SIUTFVPQ,0,1,200,0,0
91935956VYOPXZVE,0,0,200,0,0
94379977GJHRLPZZ,0,0,200,0,0
33486724QXYTMOBP,0,0,56,0,1
72811136FYKSOQID,0,1,200,1,0
85739269AUXQBTES,0,0,200,1,0
69693967HEGVTYUU,0,1,200,1,0
14767398BUXQGJCH,0,0,200,1,0
92483164YVKECNAQ,0,1,200,0,0
11184837ZOVXFYGL,0,0,200,1,0
84283473JRPMRECC,0,0,200,0,0
29661587AYMZXWMY,0,1,200,0,0
85944159CUVLHCFJ,0,1,200,1,0
22056966DDQWZSBH,0,0,200,0,0
29392154OTBRKVJF,0,0,200,0,0
83652058ZWIKYLEO,0,0,22,1,1
65019388OPUHUBWV,0,1,200,1,0
20960550DKANPCGQ,0,0,200,0,0
02156784TWVJMXWB,0,0,200,0,0
56035407NMFFZWFF,0,0,200,0,0
32272862SPSGCPCI,0,1,200,1,0
73023520WXUCETBP,0,0,200,0,0
21470871CUECSDWV,0,0,200,1,0
69878491ETOUGEEP,0,1,200,1,0
55566070WKEKQWVP,0,0,200,1,0
84538329OYXXXTSV,0,1,200,0,0
44678509FOCBRHRG,0,1,200,1,0
57912696NZOMSFOU,0,0,200,1,0
61252588FQVJEXSF,0,0,200,0,0
74953789WMUFXKSG,0,1,200,1,0
77900943SGNEDCOM,0,1,200,1,0
52064460GMBNRVDL,0,1,200,0,0
95235852ZVATUBQD,0,1,200,1,0
92171337VKDMMOSI,0,1,200,1,0
72623062ATMJVFRQ,0,1,200,1,0
06779516LZYUKSNF,0,0,56,0,1
98244044YQAWTKYE,0,0,200,1,0
63915893WMVXUTCQ,0,1,200,0,0
37461290ZLLGXGVW,0,1,200,0,0
69733903PFSYVOJR,0,0,200,1,0
46249122GMHJKOUJ,0,0,200,0,0
68036356CDESGIGD,0,1,200,1,0
56464372KUJUGZID,0,0,200,1,0
65134564CQBYJLJL,0,0,200,0,0
54732115JAJWWHSH,0,1,200,1,0
69018590HMPKOSRM,0,0,200,0,0
57657240AZANDJNC,0,1,200,1,0
00711200TIVNCPBY,0,1,200,0,0
38471755NDIODYVU,1,1,200,1,0
14862242LZTWPLOG,0,1,200,1,0
29510283DWVVQCVM,0,0,200,0,0
38649545BZPGKIJE,0,1,200,0,0
76554124USITPMWJ,1,1,200,1,0
74420988ICJHAPBD,0,0,200,0,0
14009387ZOEHDMCW,1,1,200,1,0
56231168QWVPEYVP,0,0,200,1,0
27102199SMVZFQZJ,0,0,200,1,0
31390683TSFPZSMK,0,1,200,0,0
39357513MYJPNBUM,0,0,200,0,0
84778269YZUOECFC,0,0,200,1,0
89429118QRHJGRJW,0,1,200,0,0
48267433QTURJZQN,0,0,200,0,0
06347532WAOWUTLI,0,1,56,1,1
98803336HOWLBFNJ,0,0,200,0,0
62001629IHRQMXSF,0,0,200,0,0
21513957NOCYGYYC,0,0,200,0,0
30239047SDDFJZDF,0,0,200,0,0
81620262WPCISVYP,0,1,200,1,0
66193551WESPQTOL,0,0,56,1,1
16790903LFTWZOVZ,0,0,200,0,0
40773247NERGMRTA,0,1,200,0,0
83169111LNPASOHH,0,1,200,0,0
28124296MCPPWVZC,0,0,200,1,0
31959919SVQOMJMH,1,1,200,1,0
80454963ZZRUCDSV,0,0,200,0,0
17731711NEPZXXCJ,1,0,200,1,0
78537865IUAQIJSZ,0,1,200,0,0
57714940WSRXUDXT,1,1,200,0,0
80724494FZBVSSLG,0,1,200,1,0
18741642BLPWVJOJ,0,1,200,0,0
54771656DXBTZKAS,0,1,200,1,0
84926435YSRHRNUH,0,0,200,0,0
29642035QMPWLFJS,0,0,200,1,0
47070703NLSJVRTY,0,1,200,0,0
68483252IXMHEUYW,0,0,200,0,0
72806520UNUOJTAG,0,0,200,0,0
98203097NWVWCOAT,0,0,200,1,0
27014490ZKYDGIXL,0,1,200,0,0
45477438KDHWLKAF,0,0,60,1,1
85128999MZTUXLJI,0,1,200,0,0
89304211XUUYYFBT,0,0,200,1,0
69485075DLMLMMCB,0,0,200,0,0
71077925OVHSFSFC,0,0,200,0,0
29359453OUFLCOXT,0,1,200,1,0
36244486WYUYOIWX,0,1,200,0,0
64613168QECEFUWP,0,0,200,0,0
94355382SIWMZPMF,0,1,200,0,0
74975262QPOYSJOP,0,1,200,0,0
00581673YCINWNSL,0,0,200,0,0
73196071XSRLBSSM,0,1,200,1,0
90572491FEMAJAJE,0,0,200,0,0
30578544UWTXUDXA,0,1,200,0,0
96346933UGYRGOCL,0,0,200,0,0
57687078YTZJYSAU,0,0,200,0,0
08941824GTQCFATR,0,1,200,1,0
51682488CSEXYVUR,1,1,200,1,0
78570476QCIYOUMP,0,0,200,1,0
88710194WDYTNIKJ,1,1,200,1,0
71616334JSYXLITG,0,1,200,0,0
43783748ZHKQSBVZ,0,1,200,0,0
95993932LEXXTRPI,0,0,200,1,0
50449024WLFDNBGZ,0,0,200,1,0
94325177DMETTYZB,0,1,200,1,0
46718669JYGGTIFL,0,0,53,0,1
94867894YUUCLOPS,0,0,200,1,0
20763967DEWGDDRT,0,1,200,1,0
83924516OTWHNJKH,1,0,200,0,0
38900318MKMMYFVC,0,1,200,1,0
34780365MPNEUOGF,0,1,200,0,0
28524377WVWLUWAD,0,0,200,0,0
81963986IBXCUUJI,0,1,200,1,0
77262308FQQJDWEL,0,0,200,0,0
57938064JLOFKZMC,0,0,200,1,0
59460592MWRVQRML,0,1,200,1,0
19535228ATGSLXPR,0,0,200,1,0
96126538OXNUIJXO,0,0,200,0,0
36617684RNOSXTGX,0,0,200,1,0
92451867IYWCWOMM,0,0,200,1,0
22656087SZINDGBM,0,1,200,1,0
99802373BERIDGIM,1,1,200,1,0
19004780RLCUCKVQ,0,0,200,0,0
08738549FKUAAUEQ,0,1,200,1,0
57386635JYVWGSOH,0,1,200,0,0
83309214GGFGMMEI,1,0,200,1,0
97237601UUHUDMDQ,0,1,200,1,0
96687804QCLSCZUW,0,0,200,1,0
66512370HCAHHOMH,0,0,200,1,0
70780086YQBZKXPR,0,1,200,0,0
98220778PEZXCRSR,0,1,200,1,0
81581544YHWXNCHU,0,1,200,1,0
55108051NLUPFXNP,0,0,200,0,0
58071555XSLLKUVA,1,1,200,0,0
46865675DHFWXGBL,1,1,200,0,0
08873806HTRKNRZH,1,1,200,1,0
63280155JPEARNRP,0,0,200,0,0
97565923ZODYHKMI,1,1,200,1,0
84103148XUFARUHW,0,0,200,0,0
33506844CLMLHMWB,0,0,200,1,0
23469160OCOFRXTC,0,0,200,1,0
98856344PIDRWTGT,0,1,200,1,0
02736263WGRGJTNE,0,0,200,0,0
23769801RMHMIRCU,0,1,200,1,0
98789530KATABKAE,0,0,200,0,0
99469396TJJRWCEF,0,0,200,1,0
00694904KBDGAIOS,0,0,200,1,0
48715882WYUNOOKC,0,1,200,0,0
92537806ATJYCTGT,0,0,200,0,0
78474405NPDXVMZQ,0,0,200,0,0
17042979VPDBDMJH,0,0,200,1,0
32103307LIVKSAQN,0,0,33,0,1
27793512TOFVRUBR,0,1,200,0,0
65682656GCTANPQQ,0,0,200,1,0
30404486IIYVBOWX,0,0,200,0,0
17748263VPKQQAFU,0,1,200,0,0
15223470RJOIBQPR,0,0,200,1,0
48240730WCWTSZNE,0,1,200,1,0
66665315JBEHJOGD,0,0,200,0,0
34017821XHPJIBNE,0,0,200,1,0
30032460GSIFLBVI,0,0,200,1,0
82422291NQITPSHX,0,0,200,1,0
91520069ZKFWLKHA,0,1,200,1,0
37196447JJVDFVDB,0,1,200,1,0
90593557MHFZMNGH,1,1,200,0,0
73650625DOMYBHVF,0,0,200,1,0
72110148NDYXIBLL,0,0,200,1,0
64936815XPEVHWQP,0,0,200,1,0
52774869JQNATGFP,0,0,200,0,0
54400562BIODJOMV,0,0,200,0,0
44185678JXLWTMEK,0,1,200,1,0
36165272BVFDKMBY,1,1,200,1,0
70640832DPRQNHAG,0,1,200,0,0
21537108OGPDYJWQ,0,1,200,0,0
13559794WIQKHPIR,0,1,200,0,0
11175970OIXTETKP,0,1,200,0,0
03573335XBOBSTRW,0,0,200,0,0
21858135HTAZIWJE,0,0,200,1,0
15656450ZSMPBIDF,0,1,200,0,0
17366453IUCEJQLZ,1,0,200,0,0
61548372PHWPXJYL,0,0,200,0,0
53627039OJXERDTG,1,0,200,0,0
86797152EZMFIMFO,0,1,55,0,1
00230094JVLMRTEN,0,0,200,1,0
42800193DVYVJWUC,0,1,200,1,0
34686472IEDQFBUW,0,0,200,1,0
56870454PUCXIHEK,0,1,200,0,0
75058481SFKYDMIU,0,0,200,0,0
37393636QDSNLOGE,0,1,200,1,0
62509034KZUXMNFA,0,1,200,0,0
05113560MEJQPTNH,0,0,200,1,0
88460756PIOXISZG,1,0,200,0,0
82757451FPXRZBFG,1,0,200,1,0
88869349ZCUJUKJN,0,0,200,1,0
40014554DBAGGRZC,0,1,200,0,0
27788732YJVOAMDT,0,1,56,1,1
49022625JTOJHATK,0,0,200,1,0
70855280KMKXGTLF,0,0,200,0,0
14241181GNEDLGQR,0,0,200,1,0
67206030GGJEBFJP,0,0,200,1,0
10121224AATMWLWC,0,1,200,0,0
97441522AYHDQCNR,0,1,200,1,0
68819674MQAKKTPV,0,0,200,0,0
36341744VUTYSHTO,0,1,200,1,0
78392536IGINSDBJ,0,0,200,1,0
01253500EOUPDRYV,1,0,200,0,0
47294616DWJTRONR,0,1,200,0,0
15159790YSMZYXNV,0,0,200,0,0
87987934EMZAWZUG,0,0,200,0,0
88950588BEFWKSYN,0,1,200,1,0
10687108PUHKALFG,0,1,200,0,0
43633493AVHSJXDN,0,0,200,1,0
41631186UCNOGYDO,0,0,200,1,0
00471283VVZOCRBJ,1,0,200,0,0
82308994AWZOBMXX,0,0,200,1,0
46002798HCUHDNSY,0,1,200,1,0
07660456FZYDPYEO,1,1,200,0,0
85634430IVPAJJQU,0,0,200,1,0
61563008VINENVMC,1,1,200,1,0
55277098YXGBFCZH,0,1,200,1,0
90247863HEHSHIVJ,0,0,200,0,0
77543374BUSVULAB,0,0,200,0,0
07453428XTXGPLWA,0,0,200,0,0
87243591HJDYGXVL,1,1,200,0,0
16402022CYRYSZPB,0,1,200,0,0
16255494TDDMSPIV,0,1,200,0,0
39907267YBCBVNUU,0,1,200,0,0
66444343QNFQUHXW,0,0,200,0,0
62472147TFZNYEMY,0,1,200,1,0
58224791CRXIPPUH,0,1,200,1,0
61267660FIADJKMS,0,0,200,1,0
81947298GPAFIASL,0,0,200,1,0
26575114UKQYITKI,0,0,200,0,0
38664250BMEZCKMR,0,0,200,0,0
31928823YMWAIEHS,0,0,200,1,0
13904843RMQHWNQK,0,1,200,0,0
43860895BRLTTVRJ,0,0,200,1,0
98937743QIUKTKJE,0,0,200,1,0
10219425OVKSUEPO,0,0,200,1,0
13882976CSGKPPJN,0,1,200,1,0
73032754PCTUAEFM,0,1,200,1,0
52529627EEXFFNTQ,0,0,200,0,0
32854733JAKPSSCD,1,1,200,0,0
89516232LHSATKDJ,0,0,200,1,0
26351104AJIRPXIQ,0,0,200,0,0
33041731WGYZOOZB,0,0,200,1,0
88530302HAZOSVEH,0,0,200,0,0
55146643EDQRLSMJ,0,0,56,0,1
80153190KCHGTYPG,1,1,200,1,0
84946954OFZJZPVW,0,0,200,0,0
40429995OYFJRQGB,0,0,200,1,0
87983009OYYDEXWB,0,0,200,1,0
89977884WRAYAPTP,1,1,59,1,1
57640637SDNWGKKO,0,0,200,0,0
49028172IKOXAISF,0,0,200,0,0
86166050OTTLSIZY,0,1,200,1,0
02713190UJPHTSBL,0,0,200,0,0
32299942MYPJDVLD,0,0,200,0,0
87570745GUDEXKDS,0,0,200,0,0
68276275RBPHMSCH,0,1,200,1,0
34920672TDAJGAXW,0,0,200,1,0
76656892ZQUCYYRU,0,0,200,1,0
05157086LEAVVOXP,0,0,200,1,0
00919048NSPMYFNM,0,1,200,0,0
73672113TLISGUIS,0,0,200,0,0
88807321SAFQFGME,0,0,200,0,0
52765050NZBPXHLI,0,0,200,1,0
53885704DLMFMCNF,0,0,200,0,0
62675420QCOMAZVG,0,0,200,1,0
26639012DTRBWSBR,0,0,200,0,0
96659846OMYGGTYG,0,0,200,0,0
23131517GLERAFSE,0,0,200,0,0
11089746DSVZJMYJ,1,0,200,0,0
52177144QOTTNCNJ,0,0,200,1,0
72668291HIOETIJK,0,0,200,0,0
21041245KPWIXPIY,0,0,200,0,0
28368049HUNZZSFV,0,1,200,1,0
41307246KWQJBEGD,0,0,200,0,0
04052638ZDUXBYYD,0,0,200,0,0
28211510JALIIXDF,0,0,200,0,0
59933008XGIYMWBN,0,1,200,1,0
42145099PDOPZOPN,0,1,200,0,0
82194810JHTVPEYW,1,0,200,1,0
33899028SJDEBRLO,0,0,200,1,0
76640106CRCYJVVZ,0,1,200,0,0
40789033RYPGMFIS,0,0,200,1,0
87347343EUBZITVZ,0,0,200,1,0
28889332YEMWHKHG,0,1,200,0,0
55140719KZCAOZAX,0,1,200,0,0
74313283APVEOIWJ,0,0,200,1,0
87846022PIRFADSR,0,0,200,0,0
37738411GWSVAOTB,0,1,200,0,0
88850806HMBBJUKH,0,1,200,1,0
25284569JJFRCOJB,0,0,200,0,0
08461159SHWVYCAP,0,0,200,1,0
17756548ZAFEFCQB,0,1,200,0,0
09052270UCGXNMXF,0,0,200,0,0
87927467JPXCUHYH,0,1,200,0,0
47921521OWCSPPZQ,0,1,200,0,0
28510301BIAWOLOZ,0,0,200,1,0
77897281HKLZJSQK,1,0,57,1,1
65064183QPEIIKEA,0,1,200,1,0
40049275EMANADYD,0,1,200,1,0
96843000MTFQDAQQ,0,0,200,0,0
85668785QWJKFTPB,0,0,200,1,0
49596581WJLNTZSA,0,1,200,0,0
49429830YZVLSDDX,0,1,200,0,0
23174841FKGFPQQF,0,0,200,0,0
12160206KASMLBGY,0,1,200,0,0
39131165HAVNKTMI,0,0,200,1,0
59150968NUKHLNOU,0,0,200,0,0
26973885FQJSGDZI,1,1,200,1,0
93266333KCZKCGXU,0,0,200,1,0
47527632NVUMLWMO,0,1,200,0,0
99785754DIGESKXN,0,1,200,0,0
91732631TTMICYRA,0,1,200,0,0
49352338RQZDMSTT,0,1,200,1,0
93229117MPOMJLGK,0,0,200,0,0
52487497VONUYWDD,0,1,200,0,0
62095168UDHNBHPG,0,1,200,1,0
26407393PTZOHILM,0,0,200,0,0
82008961MEQXVHKC,0,0,200,1,0
85933474YGYEJUUA,0,0,200,1,0
89283063WFFVSKHF,1,1,200,1,0
08354109QNOETGEL,0,0,200,1,0
70441072NSJAPINJ,0,0,200,1,0
31425633WHQWICSZ,0,0,200,0,0
76550845RPYDXDNR,0,0,200,0,0
05226012COMAAMTK,0,0,200,1,0
30445568BXSSNIBK,1,1,200,1,0
31648860OGTMFAFJ,1,1,200,0,0
23761223XHDAOHHR,0,0,200,0,0
50178889BEHQZYEL,1,0,200,0,0
64541194CDKSKUJQ,0,1,200,1,0
48803743BNALXDKI,1,0,200,1,0
57697599NUNMOMFA,0,0,200,1,0
15036976NWYTPPOF,0,1,200,1,0
10612891QYTVTYEF,0,1,200,1,0
08220822NMXXVNWE,0,0,200,0,0
72833597FOAWFHOU,0,1,57,1,1
67898123CPQOVQHO,0,1,200,0,0
09835107RBBQCVJW,1,0,200,0,0
32678753XERJJLIO,0,1,200,1,0
44748482PNOTMDLA,0,0,200,0,0
97078725WIXPIGGZ,0,0,53,0,1
